quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[2144, 2080, 2312, 2296]","[1.6555984555984555, 1.606177606177606, 1.7853281853281853, 1.772972972972973]",35.61435688405797,35.94259510869565,0.48075495672302737,0.49917993012422357,3476191.895720084,4138110.4995470964,0.04456414944554905,0.05304982586003415
