quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[90070, 115805, 129064, 108721]","[1.3957416475547015, 1.7945360441331433, 2.0, 1.6847610487819997]",295.0090948023261,230.10534643646037,0.504303764669513,0.5195132572255337,7293589732.318724,12944920848.302452,0.0370544849185683,0.06576560952147104
