quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[2489, 2509, 2754, 2687]","[1.6310615989515072, 1.644167758846658, 1.8047182175622543, 1.7608125819134994]",42.077114666155765,35.67956700833413,0.483260172543009,0.49542238583334475,4558743.151642882,6558118.922693755,0.04183380124685408,0.06018128998259807
