quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[2226, 2122, 2235, 2196]","[1.6953541507996954, 1.6161462300076161, 1.7022086824067022, 1.6725057121096725]",36.09534115502905,35.71534343319285,0.4807580980140965,0.4959334776170407,3569231.643239543,4191501.1994532794,0.04631105093610621,0.05438504556416193
