quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[13066, 12690, 12977, 13207]","[1.707081264698197, 1.6579566239874575, 1.6954533577214528, 1.7255030049647244]",87.9231613400077,88.03854447439353,0.4910913070056932,0.5089973361075645,125025882.8339606,142417554.336909,0.04634426931772695,0.05279096891103023
