quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[1955, 1889, 2005, 2030]","[1.6428571428571428, 1.5873949579831932, 1.684873949579832, 1.7058823529411764]",33.386724203579135,35.41997715446123,0.483383943337002,0.4988402486153801,3032657.29559586,3238166.6513516996,0.048851863487086644,0.05216233150709114
