quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[4761, 4762, 5080, 5137]","[1.6793650793650794, 1.6797178130511463, 1.7918871252204585, 1.8119929453262786]",41.65,67.96514690982777,0.4897590361445783,0.4997399023121475,30160746.021073837,12184646.849999635,0.0774012158595527,0.03126933532579982
