quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[8656, 7941, 9173, 8746]","[1.650648360030511, 1.5143020594965675, 1.7492372234935163, 1.667810831426392]",74.90129215436319,70.52398887472476,0.4894125308235973,0.5074743713483559,52507489.13721414,69855584.70237029,0.04407378315288794,0.058635443110693256
