quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[7373, 6683, 7310, 8157]","[1.7234689107059373, 1.562178588125292, 1.7087424029920524, 1.9067321178120618]",61.67384750872201,70.60830538901872,0.4932833130790408,0.5080898203578009,44563660.44351766,39198108.477661125,0.05112812700762898,0.04497220041528706
