quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[11954, 11563, 12616, 12255]","[1.6397805212620027, 1.5861454046639232, 1.7305898491083676, 1.6810699588477367]",88.13710010746466,82.68430189303133,0.4867994419411434,0.5073559123790766,100874435.39571822,137941676.47788826,0.04308298373816628,0.05891422322413824
