quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[6684, 6814, 7498, 7793]","[1.558041958041958, 1.5883449883449883, 1.7477855477855477, 1.8165501165501166]",64.9423738233353,68.31369620341103,0.4956773164599636,0.5138450091863437,40339592.00958675,43212125.39817232,0.04867190470571449,0.05213777196882397
