quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[2394, 2358, 2568, 2550]","[1.6419753086419753, 1.617283950617284, 1.7613168724279835, 1.7489711934156378]",39.664741641337386,36.850050658561294,0.48330927051671735,0.504930290965652,4156450.074974664,5554859.630091138,0.04266662226959248,0.057021519162395215
