quarters_mass,quarters_weight,centroid_x,centroid_y,centroid_x_norm,centroid_y_norm,mu20,mu02,mu20_norm,mu02_norm
"[1948, 1910, 2207, 2154]","[1.568438003220612, 1.537842190016103, 1.7769726247987117, 1.7342995169082125]",34.26682078111693,36.20635113760798,0.4821278374074917,0.5029478733943997,3368650.028470615,3529713.862027023,0.049867538685821645,0.05225183414034454
